Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2020-11-09,Toyota,Camry,2017,23523,2405.21,21117.79,3335,24452.79,Michael Duncan,Rebecca Peterson,North,Finance,In-Store,2
2022-10-28,BMW,X5,2019,70445,7058.33,63386.67,3130,66516.67,Jose Montoya,Morgan Lowery,South,Finance,Online,4
2022-08-21,Hyundai,Sonata,2020,42628,5078.51,37549.49,3981,41530.49,Lynn Mcpherson,Jordan Pittman,West,Finance,Third-Party Dealer,5
2021-05-30,BMW,3 Series,2022,76595,8554.51,68040.49,3923,71963.49,Terri Parsons,Douglas Garcia,North,Lease,In-Store,2
2024-04-08,Honda,Accord,2022,73989,6264.39,67724.61,4407,72131.61,Mr. Jerry Burgess,Kathleen Hall,North,Cash,In-Store,4
2025-03-26,Honda,Accord,2020,21342,1161.54,20180.46,4368,24548.46,Joe Elliott,David Espinoza,East,Finance,Online,2
2024-08-23,Mercedes-Benz,E-Class,2023,64521,1426.69,63094.31,1366,64460.31,Lauren Morrison,Beth Moore,South,Lease,Online,5
2025-02-19,Ford,Explorer,2016,58528,1685.8,56842.2,2711,59553.2,Sandra Erickson,Michelle Ortega,West,Finance,Online,2
2020-11-11,Mercedes-Benz,GLE,2021,52518,2459.57,50058.43,3662,53720.43,Robert Trevino,Bradley Foster,West,Lease,In-Store,5
2020-12-08,Ford,Explorer,2015,58562,4685.4,53876.6,4882,58758.6,Henry Sanders,Debra Copeland,South,Lease,In-Store,5
2024-02-08,Hyundai,Santa Fe,2020,52900,3070.64,49829.36,1457,51286.36,Patricia Vasquez,Tiffany Bennett,East,Lease,In-Store,3
2022-08-14,Hyundai,Sonata,2016,79290,3585.12,75704.88,1937,77641.88,Christopher Daniels,Gregory Winters,East,Lease,In-Store,1
2022-03-16,BMW,5 Series,2016,31818,1185.82,30632.18,522,31154.18,Cynthia Miller,Nicholas Henderson,North,Credit Card,Third-Party Dealer,1
2021-01-20,Toyota,Highlander,2016,47878,5395.37,42482.63,1366,43848.63,Scott Stevenson,James Roth,West,Lease,In-Store,5
2021-02-06,Toyota,Highlander,2020,31818,4024.83,27793.17,1308,29101.17,Andrew Marquez,Adam Smith Jr.,South,Credit Card,In-Store,3
2020-09-02,Toyota,Corolla,2016,28901,1194.88,27706.12,4697,32403.12,Mackenzie Jones,Ronnie Taylor,North,Credit Card,Online,2
2022-09-28,Toyota,Highlander,2023,24519,385.83,24133.17,796,24929.17,Amanda Mcintosh,Jeffrey Nelson,North,Lease,Online,5
2024-06-18,Toyota,Corolla,2017,79052,8053.42,70998.58,4986,75984.58,Kimberly Scott,Anthony Higgins,North,Finance,Online,3
2020-09-03,Toyota,Corolla,2015,62232,5277.54,56954.46,1918,58872.46,Steven Munoz,Kristy Hamilton,South,Credit Card,Third-Party Dealer,3
2023-08-25,Hyundai,Santa Fe,2018,34110,3712.61,30397.39,3606,34003.39,Jasmine Washington,Alejandro Murphy,West,Lease,Online,1
2020-11-04,Ford,F-150,2022,23647,460.78,23186.22,2837,26023.22,Benjamin Mccormick,Tiffany Howard,East,Cash,Third-Party Dealer,3
2021-12-30,Mercedes-Benz,GLC,2022,79829,5851.12,73977.88,1234,75211.88,Dominic Reid,Jennifer Herring,South,Credit Card,In-Store,1
2020-12-27,Hyundai,Tucson,2022,31934,2228.43,29705.57,4670,34375.57,Teresa Reynolds,John Santiago,North,Lease,Online,4
2024-12-17,Hyundai,Sonata,2017,69881,5512.99,64368.01,3244,67612.01000000001,Paul Morgan,Jennifer Castro,East,Credit Card,Third-Party Dealer,3
2025-02-20,Chevrolet,Malibu,2023,59868,7077.33,52790.67,1843,54633.67,Erica Bright,Matthew Hughes,South,Cash,Online,4
2024-11-23,Mercedes-Benz,GLC,2021,66669,3841.94,62827.06,3681,66508.06,Gabrielle Bean,Timothy Price,East,Cash,Third-Party Dealer,1
2023-11-15,Hyundai,Elantra,2024,33289,1928.85,31360.15,3375,34735.15,Lisa Murphy,Laura Diaz,South,Finance,In-Store,2
2020-12-17,BMW,5 Series,2022,25036,2457.49,22578.510000000002,4101,26679.510000000002,Joshua Kennedy,Dominique Frost,West,Cash,Online,2
2021-02-24,Nissan,Murano,2018,56698,2831.12,53866.88,2133,55999.88,Maria Crawford,Sharon Robinson,West,Cash,Third-Party Dealer,5
2023-05-01,Mercedes-Benz,GLC,2022,69355,1684.91,67670.09,4756,72426.09,James Jenkins,Gregory Cherry,North,Credit Card,In-Store,2
2023-10-31,Honda,CR-V,2024,48689,2852.72,45836.28,1273,47109.28,Henry Cook,April Jones,West,Lease,Third-Party Dealer,1
2022-10-24,Chevrolet,Silverado,2020,69447,5275.66,64171.34,669,64840.34,Jennifer Smith,Susan Davis,North,Finance,In-Store,1
2020-12-24,Ford,Escape,2018,18649,1108.46,17540.54,4175,21715.54,Brenda Mccall,Lacey Fleming,West,Cash,Third-Party Dealer,2
2021-08-17,Hyundai,Elantra,2017,24761,1792.28,22968.72,2729,25697.72,Tina Horton,Michelle Mclaughlin,East,Finance,In-Store,3
2023-07-03,Ford,Fusion,2021,78162,10679.38,67482.62,4409,71891.62,Brian Whitaker,Tracy Hansen,West,Lease,Online,3
2020-11-06,Toyota,RAV4,2016,64307,8038.06,56268.94,2298,58566.94,Robert Lutz,David Johnson,South,Cash,Online,1
2022-01-23,Nissan,Altima,2020,54842,666.2,54175.8,1536,55711.8,Karl Harris,Tammy Mann,West,Credit Card,Third-Party Dealer,4
2020-09-04,Honda,CR-V,2022,43850,5522.01,38327.99,3535,41862.99,Jason Greer,Ricardo Howell,South,Lease,In-Store,2
2024-06-12,BMW,X5,2022,34410,5142.61,29267.39,827,30094.39,Chris Brown,Mr. Michael Garcia,West,Finance,In-Store,4
2023-12-11,Mercedes-Benz,E-Class,2016,17256,1393.64,15862.36,751,16613.36,Laura Williams,Tamara Morton,East,Finance,Online,5
2024-01-03,Hyundai,Elantra,2019,64275,4203.96,60071.04,4462,64533.04,Harold Jenkins,Wanda Hayes,South,Credit Card,Online,2
2022-10-27,Mercedes-Benz,GLC,2023,57364,4528.69,52835.31,1530,54365.31,Paul Taylor Jr.,Jessica Boyd,North,Cash,Online,3
2022-08-09,Nissan,Murano,2024,18149,626.44,17522.56,3436,20958.56,Kathleen Castillo,Patrick Johnson,South,Finance,Third-Party Dealer,2
2023-09-17,Hyundai,Santa Fe,2023,41044,4340.56,36703.44,3000,39703.44,Casey Blankenship,Daniel Wilson,East,Credit Card,Online,1
2023-09-29,BMW,X5,2022,47599,7106.44,40492.56,3256,43748.56,Thomas Carr,Maria Rivas,West,Cash,In-Store,2
2022-01-29,Mercedes-Benz,GLE,2018,25026,2693.42,22332.58,524,22856.58,Ashley Taylor,Andrea Kaiser,East,Finance,Online,3
2021-02-12,Honda,Civic,2024,37147,1173.29,35973.71,905,36878.71,Mark Cooley,Jeff Mcclure,East,Lease,Third-Party Dealer,1
2024-10-05,Ford,Fusion,2017,42465,442.65,42022.35,1418,43440.35,Joel Figueroa,Nicholas Dodson,South,Cash,Third-Party Dealer,1
2021-02-19,Chevrolet,Traverse,2019,47066,1127.1,45938.9,4411,50349.9,Elizabeth Valdez,Linda Sanchez,East,Finance,Third-Party Dealer,1
2025-02-20,Mercedes-Benz,GLE,2019,55170,6553.36,48616.64,3413,52029.64,James Anderson,Darren Wu,South,Finance,Third-Party Dealer,1
2020-05-07,Ford,F-150,2019,27702,1624.05,26077.95,4027,30104.95,Jason Garza,Monique Jenkins,South,Finance,Third-Party Dealer,2
2024-03-30,Honda,Civic,2015,51244,742.98,50501.02,2677,53178.02,Mark Davis,Kimberly Hunter,South,Credit Card,Third-Party Dealer,2
2021-05-10,BMW,X5,2024,61234,3137.33,58096.67,1550,59646.67,Jeremy Burnett,Michelle Newton,West,Credit Card,Third-Party Dealer,5
2023-11-21,Ford,Fusion,2024,74562,5117.86,69444.14,626,70070.14,Amanda Jackson,Sabrina Shea,South,Credit Card,Third-Party Dealer,5
2024-11-28,Toyota,Camry,2024,64801,5717.37,59083.63,4434,63517.63,William Silva,Robert Bush,South,Lease,Online,2
2024-03-15,BMW,5 Series,2023,32610,1223.08,31386.92,3745,35131.92,Robin Morris,Annette Nash,South,Cash,In-Store,1
2022-01-09,Toyota,Camry,2017,33706,482.53,33223.47,517,33740.47,Roy Contreras Jr.,Kristina Callahan,North,Credit Card,Online,2
2024-11-06,Honda,Civic,2021,65137,9265.28,55871.72,1919,57790.72,Robin Lawson,Terri Beard,West,Finance,Online,3
2023-08-18,Honda,Pilot,2020,36987,1777.76,35209.24,2064,37273.24,Brandi Tucker,Terry Pierce,East,Credit Card,Online,1
2020-11-18,Honda,Civic,2024,55312,1520.64,53791.36,2757,56548.36,Walter Floyd,Kristy Burke,West,Credit Card,Third-Party Dealer,5
2021-06-15,Chevrolet,Traverse,2022,71991,8681.7,63309.3,740,64049.3,Kathryn Nelson,Sandra Evans,East,Finance,Online,3
2021-06-12,Chevrolet,Equinox,2021,71036,1224.63,69811.37,2599,72410.37,Kayla Hill,Faith Daniels,North,Cash,Online,5
2020-05-30,Toyota,Corolla,2016,29753,3476.33,26276.67,4552,30828.67,Thomas Roberts IV,Jonathan Willis,South,Finance,In-Store,2
2023-05-26,Toyota,RAV4,2020,25823,3204.91,22618.09,2523,25141.09,Matthew Perez,David Ward,West,Credit Card,In-Store,4
2022-05-04,Hyundai,Elantra,2020,64330,2658.99,61671.01,1992,63663.01,Amanda Mercer,Richard Olsen,East,Credit Card,Third-Party Dealer,3
2021-08-12,Ford,Explorer,2017,46434,2807.65,43626.35,2070,45696.35,Eileen Moore,Brenda Norman,East,Cash,Third-Party Dealer,1
2021-04-27,Ford,F-150,2016,38140,4176.34,33963.66,4030,37993.66,Patrick Love,Darrell Austin,North,Lease,Third-Party Dealer,5
2023-11-08,Nissan,Murano,2021,68871,9523.36,59347.64,1936,61283.64,Christopher Evans,Charles Garcia,West,Credit Card,Online,1
2023-09-24,BMW,X5,2024,30641,3514.45,27126.55,2135,29261.55,Elizabeth Joyce,Debra Jacobs,South,Cash,Third-Party Dealer,1
2022-07-16,Nissan,Rogue,2021,43821,1376.68,42444.32,3261,45705.32,Brian Miller,Michelle Jennings,South,Credit Card,Third-Party Dealer,4
2021-02-12,Mercedes-Benz,GLC,2017,51929,2466.88,49462.12,4338,53800.12,Benjamin Jones,Andrew Miller,North,Cash,In-Store,2
2025-03-03,Honda,Pilot,2024,76257,9505.02,66751.98,3075,69826.98,Samantha Wood,Brandon Rojas,South,Lease,Online,3
2022-01-15,Toyota,Highlander,2019,58886,6538.27,52347.729999999996,4125,56472.729999999996,April Porter,Robert Hall,West,Lease,Third-Party Dealer,3
2020-05-31,Ford,F-150,2024,22571,667.37,21903.63,2508,24411.63,Krista Freeman,Vanessa Bush,South,Cash,Online,5
2021-02-02,Honda,Accord,2020,52207,7074.97,45132.03,3869,49001.03,Laura Weaver,David Jones,South,Finance,Third-Party Dealer,2
2021-06-11,Hyundai,Elantra,2019,26930,2875.34,24054.66,3668,27722.66,Andrew Jordan,Timothy Nelson,North,Lease,In-Store,4
2021-08-24,Nissan,Rogue,2021,54877,2368.86,52508.14,1098,53606.14,Susan Valencia,Ms. Cynthia Marshall MD,West,Credit Card,In-Store,2
2020-12-22,Hyundai,Elantra,2017,75990,10492.57,65497.43,1764,67261.43,Peter Perry,Suzanne Reyes,North,Finance,Online,2
2024-03-03,Nissan,Altima,2015,25277,2681.76,22595.239999999998,728,23323.239999999998,Jeremy Torres,Michelle Miller,West,Credit Card,Third-Party Dealer,3
2020-11-21,Mercedes-Benz,GLE,2021,19024,1997.13,17026.87,3391,20417.87,Alan Ross,Tamara Berry,South,Finance,In-Store,3
2023-11-07,Chevrolet,Malibu,2021,73625,6735.25,66889.75,4124,71013.75,Dale Green,Mr. Chase Farrell,South,Credit Card,Third-Party Dealer,1
2024-10-20,Nissan,Sentra,2024,66463,3656.45,62806.55,2009,64815.55,Taylor Ramirez,Jamie Stewart,South,Lease,In-Store,1
2023-08-06,Hyundai,Tucson,2019,57854,3666.22,54187.78,4403,58590.78,Nicholas Boone,Allison Sanders,South,Cash,Third-Party Dealer,5
2024-08-26,BMW,X5,2020,35763,4009.11,31753.89,3658,35411.89,Matthew Ford,Kyle Moss,West,Finance,Third-Party Dealer,3
2024-11-30,Toyota,RAV4,2021,27621,4031.37,23589.63,623,24212.63,Roberto Lewis,John Krueger,East,Cash,In-Store,2
2020-07-21,Toyota,Corolla,2023,47780,2803.01,44976.99,4967,49943.99,Stephen Stevenson,Stephen Shaffer,West,Finance,In-Store,3
2023-06-21,Mercedes-Benz,C-Class,2016,24218,1545.91,22672.09,708,23380.09,Michael Mendoza,Angela Ray,South,Credit Card,Online,2
2024-05-09,Honda,Accord,2016,61529,3527.6,58001.4,702,58703.4,Erika Hawkins,Jorge Mathews,West,Lease,Online,1
2022-08-25,Nissan,Rogue,2018,46132,4603.75,41528.25,4338,45866.25,Angela Lawrence,Rebekah Johnson,West,Credit Card,Online,4
2022-03-20,Hyundai,Sonata,2020,37641,2039.32,35601.68,770,36371.68,Jeffery Green,Sharon Marks,South,Cash,In-Store,4
2021-06-11,BMW,3 Series,2022,37455,3108.83,34346.17,598,34944.17,Robin Bailey,Daniel Craig,South,Finance,Online,3
2022-08-17,Honda,CR-V,2020,67264,6595.65,60668.35,3689,64357.35,Derek Hicks,Virginia Ortiz,South,Lease,Third-Party Dealer,4
2024-11-30,Ford,F-150,2019,65082,7264.45,57817.55,4913,62730.55,Jacob Morales,Deborah Hoover,South,Lease,In-Store,1
2023-04-09,Ford,Fusion,2020,27587,745.17,26841.83,3526,30367.83,Robert Pacheco,Christopher Werner,South,Cash,In-Store,3
2023-06-18,Ford,Fusion,2015,64140,2588.13,61551.87,1627,63178.87,Tony Santiago,Amanda Johnson,East,Credit Card,Online,3
2022-12-08,Honda,CR-V,2017,76167,6425.46,69741.54,4733,74474.54,Chris Spears,Ian Jackson,West,Lease,In-Store,4
2022-05-11,BMW,X3,2017,26177,1618.64,24558.36,2513,27071.36,Rebecca Klein,Robert Chandler,East,Credit Card,Third-Party Dealer,5
2023-03-16,BMW,X5,2022,79231,2529.55,76701.45,2389,79090.45,Patrick Miller MD,George Mejia,North,Finance,Third-Party Dealer,3
2023-11-17,Honda,Accord,2021,28357,3089.44,25267.56,3735,29002.56,Jonathan Ross,Patricia Sims,East,Finance,In-Store,5
2024-02-06,BMW,3 Series,2023,30709,337.66,30371.34,2435,32806.34,Jason Parsons,Catherine Hall,North,Finance,Third-Party Dealer,3
2023-02-25,Toyota,Corolla,2015,67805,7100.34,60704.66,3485,64189.66,Kathryn Wright,Ryan Acosta,East,Credit Card,In-Store,2
2022-11-24,BMW,X5,2023,46309,5934.31,40374.69,4898,45272.69,Riley Long,Taylor Allen,East,Lease,Third-Party Dealer,4
2024-07-31,Ford,Explorer,2015,49583,3450.69,46132.31,3721,49853.31,Joe Austin,Tiffany Anderson,South,Credit Card,Third-Party Dealer,4
2024-05-23,BMW,X3,2016,27021,1476.58,25544.42,1714,27258.42,Natalie Rogers,Shannon Taylor,South,Credit Card,Third-Party Dealer,2
2024-05-26,Chevrolet,Traverse,2023,33923,1296.62,32626.38,2107,34733.380000000005,Austin Hernandez,Lucas Richardson,East,Lease,In-Store,2
2022-03-20,Ford,Fusion,2016,73144,9026.96,64117.04,4795,68912.04000000001,Michael Jones,Robert Clayton,South,Cash,Online,1
2025-03-05,Toyota,RAV4,2021,75136,11232.18,63903.82,2357,66260.82,Brianna Dickerson,Mr. Steven Greene,East,Cash,Online,3
2022-11-06,Nissan,Murano,2022,65811,1564.83,64246.17,1479,65725.17,Brenda Moore,Brian Bentley,West,Cash,Third-Party Dealer,2
2023-01-16,BMW,X5,2016,69164,9101.39,60062.61,2278,62340.61,Victoria Bennett,Natalie Taylor,East,Credit Card,In-Store,2
2023-02-24,Honda,CR-V,2022,79839,1105.21,78733.79,3771,82504.79,Jonathan Ward,Sheila Jones,East,Finance,In-Store,1
2021-12-05,BMW,X3,2016,55112,5178.89,49933.11,1012,50945.11,Scott Johnson,Alexandra Meyer,North,Finance,In-Store,2
2023-02-06,Honda,Civic,2024,66953,7737.15,59215.85,3091,62306.85,Samantha Gilbert,Cheryl Miller,West,Cash,Third-Party Dealer,4
2021-04-28,Ford,Explorer,2024,28444,3116.28,25327.72,3510,28837.72,Richard White,Barbara Scott,North,Credit Card,Online,1
2023-12-12,Honda,Pilot,2018,53387,3534.47,49852.53,989,50841.53,Gregory Grant,Corey Savage,South,Lease,In-Store,1
2022-02-05,Hyundai,Tucson,2021,66710,1668.0,65042.0,4709,69751.0,Paul Williams,Ricky Shepherd,South,Finance,Online,5
2023-03-24,Honda,Civic,2020,40749,1932.1,38816.9,4447,43263.9,Peter Dunlap DVM,Adrian Gomez,South,Finance,Online,4
2023-11-01,Mercedes-Benz,C-Class,2023,41100,3134.65,37965.35,2042,40007.35,Dorothy Steele,Scott Schwartz,East,Credit Card,Third-Party Dealer,1
2024-05-01,Hyundai,Santa Fe,2015,68367,6596.01,61770.99,2236,64006.99,Maria Knight,Cassandra Sweeney,East,Cash,Third-Party Dealer,4
2023-12-28,Hyundai,Santa Fe,2023,21127,1290.21,19836.79,4331,24167.79,Susan Rodriguez,David Taylor,East,Finance,Third-Party Dealer,5
2025-01-21,BMW,X3,2021,75769,7862.87,67906.13,4448,72354.13,Thomas Spencer,David Ortiz,North,Finance,Third-Party Dealer,3
2021-09-17,Hyundai,Tucson,2022,72400,7178.81,65221.19,4744,69965.19,Eric Wilson,Brenda Thompson,East,Credit Card,In-Store,3
2025-01-08,BMW,5 Series,2018,49505,4000.87,45504.13,875,46379.13,Joshua Jennings,Bradley Barker,West,Cash,Online,3
2024-07-16,Toyota,RAV4,2017,68755,6246.24,62508.76,1885,64393.76,Kelsey Davis,Michael Bryan,West,Cash,In-Store,2
2022-05-16,BMW,3 Series,2020,45456,5022.42,40433.58,4316,44749.58,Susan Johnson,Dean Baxter,North,Finance,Online,1
2023-01-08,BMW,5 Series,2022,66121,5679.34,60441.66,3343,63784.66,Tara Hamilton,Alan Anderson,North,Credit Card,Third-Party Dealer,5
2021-05-29,BMW,3 Series,2022,26331,1176.79,25154.21,3721,28875.21,Donald Wong,Michael Hardin,South,Cash,In-Store,5
2024-04-04,Ford,Fusion,2023,32114,2409.04,29704.96,1283,30987.96,Richard Beck,Jamie Butler,South,Lease,Online,1
2023-08-29,Honda,Accord,2024,48925,653.34,48271.66,1357,49628.66,Kimberly Delgado,Shannon Cummings,North,Credit Card,In-Store,2
2021-12-29,Nissan,Sentra,2020,36849,2100.26,34748.74,4710,39458.74,Melinda Duffy,Scott Brady,East,Finance,Online,2
2020-09-19,Honda,Pilot,2016,22026,614.44,21411.56,2896,24307.56,Patrick Weiss,Ariel Ingram,South,Credit Card,Third-Party Dealer,1
2022-04-19,Ford,Fusion,2016,18680,2221.53,16458.47,2926,19384.47,Faith Contreras,Cameron Chavez,North,Credit Card,In-Store,2
2020-09-30,Ford,Fusion,2023,24260,709.67,23550.33,3397,26947.33,Anthony Beck,Dennis Murray,South,Finance,Online,4
2021-08-29,Ford,Escape,2021,59663,4846.4,54816.6,2414,57230.6,Michael Merritt,Regina Perry,North,Credit Card,Third-Party Dealer,2
2023-11-30,Honda,CR-V,2020,75020,3231.2,71788.8,4312,76100.8,Jillian Baldwin,Jason Brown,South,Finance,In-Store,2
2024-04-13,Nissan,Murano,2022,69023,1265.79,67757.21,3171,70928.21,Kathleen Anthony,Tara Price,West,Credit Card,Third-Party Dealer,4
2020-09-09,Toyota,Highlander,2022,72929,1958.88,70970.12,1695,72665.12,Joseph Cobb,Kristen Stanley,South,Cash,Third-Party Dealer,1
2024-03-23,Nissan,Murano,2019,56496,7909.51,48586.49,748,49334.49,Ana Stevens,Kimberly May,North,Credit Card,Online,4
2022-02-10,Mercedes-Benz,E-Class,2021,15496,2307.4,13188.6,1904,15092.6,Matthew Chan,Lindsey Thomas,South,Lease,In-Store,5
2023-10-01,Honda,Pilot,2022,16310,798.05,15511.95,2601,18112.95,Cory Robinson,Alan Hale,South,Lease,In-Store,4
2020-09-19,Ford,Fusion,2021,57112,3292.27,53819.73,3963,57782.73,Antonio Sosa,Anthony Maxwell,East,Lease,Online,2
2022-06-01,Toyota,RAV4,2022,27153,2577.62,24575.38,3445,28020.38,Edwin Green,Lisa Jenkins,North,Lease,In-Store,4
2025-03-20,Nissan,Sentra,2018,55785,4851.08,50933.92,4572,55505.92,Brittany Bell,Sharon Coffey,East,Lease,In-Store,4
2022-06-03,Chevrolet,Malibu,2019,53982,4630.95,49351.05,2191,51542.05,Spencer Kerr,Heidi Collins,North,Cash,In-Store,5
2025-03-06,Honda,Civic,2020,40133,5826.4,34306.6,4604,38910.6,Alexis Garcia,Jessica Stevens,East,Lease,Third-Party Dealer,1
2020-08-10,Mercedes-Benz,GLE,2019,57725,1654.15,56070.85,2794,58864.85,Angel Thompson,Cory Butler,West,Cash,In-Store,4
2022-05-18,Nissan,Rogue,2017,20666,2827.67,17838.33,3389,21227.33,John Kelley,Travis Hart,West,Cash,Third-Party Dealer,5
2023-05-03,Ford,Escape,2022,28835,1612.35,27222.65,2020,29242.65,Connor Rocha,William Collins,South,Credit Card,In-Store,3
2023-08-18,Honda,Accord,2020,30867,1609.43,29257.57,1060,30317.57,Samantha Kelly,Terry Hernandez,South,Credit Card,Online,4
2020-05-30,Chevrolet,Equinox,2018,64464,1695.53,62768.47,840,63608.47,Mike Garcia,Erica Patton,West,Cash,Online,5
2021-12-01,Honda,Civic,2024,46450,1280.92,45169.08,3618,48787.08,Valerie Johnson,Roger Contreras,East,Finance,In-Store,4
2025-02-01,Toyota,RAV4,2020,72783,6625.88,66157.12,4856,71013.12,Clayton Long,Vanessa Watson,East,Cash,In-Store,4
2022-04-29,Ford,Explorer,2017,23753,1661.76,22091.24,1677,23768.24,Kim Adams,Michael Jones,North,Cash,Online,3
2021-07-09,Ford,Explorer,2015,15561,405.76,15155.24,4221,19376.239999999998,Adam Cox,David Johnson,West,Finance,Third-Party Dealer,2
2024-11-19,Chevrolet,Malibu,2024,50481,2234.28,48246.72,3397,51643.72,Benjamin Harris,Heather Ellis,East,Finance,Third-Party Dealer,3
2021-04-09,BMW,X3,2018,35266,5281.61,29984.39,4045,34029.39,Collin Montoya,Ms. Laura Davis,South,Credit Card,In-Store,2
2024-06-20,Honda,Accord,2016,60246,2068.3,58177.7,592,58769.7,Caroline Brady,Matthew Parker,North,Credit Card,Third-Party Dealer,4
2024-05-27,Honda,Accord,2021,72993,3664.06,69328.94,2719,72047.94,Jeffrey Welch,Kenneth Fox,North,Lease,Online,4
2023-04-18,Ford,Explorer,2021,23619,2258.41,21360.59,1512,22872.59,Allison Gregory,Richard Ruiz,North,Lease,In-Store,4
2023-10-29,Honda,Pilot,2015,73108,4656.18,68451.82,2338,70789.82,Amanda Dodson,Nicole Norton,East,Finance,In-Store,1
2020-08-01,Honda,Pilot,2023,23015,2532.89,20482.11,3288,23770.11,Daniel Rodriguez,Samantha Cox,South,Cash,Online,4
2025-02-04,Toyota,RAV4,2017,45624,3038.57,42585.43,4844,47429.43,Amanda Ramirez,Jessica Green,West,Cash,Third-Party Dealer,5
2020-06-09,Hyundai,Sonata,2019,66220,3691.65,62528.35,2534,65062.35,Taylor Robinson,Michael Roberts,South,Lease,Online,1
2021-12-14,Toyota,Camry,2024,20847,2539.44,18307.56,3650,21957.56,Michael Mcdowell,Kevin Mitchell,East,Cash,In-Store,5
2020-12-10,BMW,3 Series,2022,32653,724.58,31928.42,3866,35794.42,Samuel Long,Benjamin Kim,West,Finance,Third-Party Dealer,1
2021-07-05,Toyota,Highlander,2019,61054,6991.77,54062.229999999996,3870,57932.229999999996,Robert Wright,Andrew Davis,East,Credit Card,Online,3
2025-03-03,Toyota,RAV4,2015,33504,894.94,32609.06,1698,34307.06,Gabrielle Brown,Mitchell Edwards,West,Credit Card,Third-Party Dealer,3
2024-05-03,BMW,X5,2024,24192,701.0,23491.0,3455,26946.0,Mindy Stewart,Kelli Walsh,North,Lease,Online,1
2022-11-25,Hyundai,Elantra,2022,21493,1603.81,19889.19,4757,24646.19,Catherine Leon,Scott Mccall,North,Finance,Third-Party Dealer,4
2022-04-23,BMW,3 Series,2022,45468,4949.26,40518.74,774,41292.74,Ryan Moran,Audrey Bishop,East,Lease,Third-Party Dealer,5
2025-01-04,Mercedes-Benz,GLC,2022,36654,2668.63,33985.37,4427,38412.37,Ashley Henry,David Kennedy,East,Finance,Online,2
2023-02-16,Mercedes-Benz,C-Class,2016,74033,6093.02,67939.98,877,68816.98,Amy Farley,Paul Young,South,Cash,Third-Party Dealer,4
2024-04-18,Ford,Fusion,2018,71717,9750.44,61966.56,2011,63977.56,James Saunders,Sheila Martin,East,Finance,In-Store,4
2020-07-28,Hyundai,Elantra,2024,65015,4162.81,60852.19,4687,65539.19,Jennifer Carpenter,Emily Jones,West,Credit Card,In-Store,5
2023-10-05,Toyota,Highlander,2015,68474,7676.13,60797.87,802,61599.87,Diana Ruiz,Sara Norton,West,Lease,Online,4
2020-09-04,Honda,Accord,2015,37056,3381.51,33674.49,4449,38123.49,Clinton Nash,Heather Salazar,North,Finance,Third-Party Dealer,4
